t,px,py,pz,qx,qy,qz,qw,vx,vy,vz,ux,uy,uz,joint1,joint2,joint3,joint4,gripper
1.250000,0.343301,0.021651,0.300000,0.000000,0.000000,0.000000,1.000000,-0.010472,0.010472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.260000,0.343196,0.021755,0.300000,0.000000,0.000000,0.000000,1.000000,-0.010548,0.010320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.270000,0.343090,0.021857,0.300000,0.000000,0.000000,0.000000,1.000000,-0.010624,0.010167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.280000,0.342984,0.021958,0.300000,0.000000,0.000000,0.000000,1.000000,-0.010699,0.010013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.290000,0.342876,0.022057,0.300000,0.000000,0.000000,0.000000,1.000000,-0.010774,0.009858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.300000,0.342768,0.022155,0.300000,0.000000,0.000000,0.000000,1.000000,-0.010850,0.009703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.310000,0.342659,0.022251,0.300000,0.000000,0.000000,0.000000,1.000000,-0.010924,0.009547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.320000,0.342550,0.022346,0.300000,0.000000,0.000000,0.000000,1.000000,-0.010999,0.009391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.330000,0.342439,0.022439,0.300000,0.000000,0.000000,0.000000,1.000000,-0.011074,0.009234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.340000,0.342328,0.022531,0.300000,0.000000,0.000000,0.000000,1.000000,-0.011148,0.009076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.350000,0.342216,0.022621,0.300000,0.000000,0.000000,0.000000,1.000000,-0.011222,0.008918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.360000,0.342104,0.022709,0.300000,0.000000,0.000000,0.000000,1.000000,-0.011296,0.008758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.370000,0.341990,0.022796,0.300000,0.000000,0.000000,0.000000,1.000000,-0.011370,0.008599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.380000,0.341876,0.022881,0.300000,0.000000,0.000000,0.000000,1.000000,-0.011444,0.008438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.390000,0.341762,0.022965,0.300000,0.000000,0.000000,0.000000,1.000000,-0.011517,0.008278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.400000,0.341646,0.023047,0.300000,0.000000,0.000000,0.000000,1.000000,-0.011590,0.008116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.410000,0.341530,0.023127,0.300000,0.000000,0.000000,0.000000,1.000000,-0.011663,0.007954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
